RelationshipId,ParentAsset,ChildAsset,RelationshipType,Start,End,CreatedByLine,ClosedByLine
014f3f78-b96c-5c00-a057-7e31d77d51db,DL-BE-30001,GEO-BG-30000,Kit,2008-02-19T20:13:02Z,2008-06-12T17:42:50Z,8c337684-0269-5aab-89c0-dda723558ea1,5ece4087-c0ba-5b93-a07d-23f33bf1394f
e9acdb26-26cf-5ba0-8915-b067a608665d,DL-BE-30006,GEO-BG-30004,Kit,2008-03-03T22:52:12Z,2008-07-07T20:14:13Z,59aec6ee-af0c-5921-9c07-86382f6e77c7,80bef9fc-65e2-5e20-a02c-e6e5cae80279
98f6578f-86fd-5cef-a1c2-2f1655ab1701,DL-BE-30002,GEO-BG-30003,Kit,2008-03-04T16:34:20Z,2008-03-17T19:49:32Z,86da3e4f-8db7-54d3-b969-45bb103507bc,8b89e61c-3d8f-5faa-99c4-d6912b66b0ee
93332beb-7355-5302-8c5b-afecfe3f856b,DL-BE-30000,GEO-BG-30001,Kit,2008-03-13T20:29:38Z,2008-08-18T18:31:05Z,5568a476-3e19-5f57-9c0f-aeeb9cbff562,acd5d57b-8cbc-58f0-b1c6-5e03e5bd54fa
e6a94120-838c-5b39-a579-d34bf55b5242,DL-BE-30003,GEO-BG-30002,Kit,2008-03-21T20:52:52Z,2008-08-18T21:41:15Z,59df6606-de0f-503a-a0ef-087a5f0d8d5f,f7f46b2c-a8e0-5e75-814e-3a7cf6a71076
75078356-31f6-53f4-8488-ad5a2e009e63,TMP-5001,GEO-BG-30006,Kit,2008-04-25T19:56:39Z,2009-08-24T18:13:11Z,8ef204e6-fd8c-5e8c-a5a5-e800aacb8ff4,97a7db9c-0cc8-58fb-b164-839f8424360f
7de5c4f2-191f-5344-9d55-a03c67eadca4,DL-BE-30001,GEO-BG-30000,Kit,2008-07-23T13:29:43Z,2008-10-20T17:24:17Z,db18e13c-9d37-5e1c-8e51-36788179b7a6,86788c44-fe57-5b25-9a48-14dd284e41af
908d64f5-b2c5-5ae3-8f75-137d1b0d0242,DL-BE-30006,GEO-BG-30004,Kit,2008-08-26T18:29:32Z,2008-11-04T19:13:42Z,e6cd306b-e152-58b7-808a-295068015014,94350ba0-f8b1-57bb-92b9-31abbe4d32bb
3184574d-22b2-5f49-b762-1b51ac51ff3c,DL-BE-30000,GEO-BG-30001,Kit,2008-09-04T18:52:13Z,2008-12-15T18:35:17Z,55cb92bf-32c0-5669-a2a3-5016057b634a,3ac4672d-332b-5658-9268-336ebde09376
01a7e6f2-f39c-5992-8e02-cc9cd9aafa3c,DL-BE-30003,GEO-BG-30002,Kit,2008-10-01T21:37:12Z,2008-10-29T19:28:59Z,adec9ffc-52c1-528d-b8cb-01aa3e711dda,2aa01e09-9583-541e-a35a-69c8b1d2b736
be6174a0-05e2-5d59-aae9-6fa131cf1127,DL-BE-30007,GEO-BG-30005,Kit,2008-10-23T19:32:02Z,2008-11-24T20:53:40Z,e9292944-6804-5c87-b34b-2a9b2664a197,ccca8e0a-4791-5946-9a37-4c9c544145d6
979240ec-1beb-5ae9-b04d-cc18c21488b6,DL-BE-30003,GEO-BG-30002,Kit,2008-11-21T18:01:22Z,2009-01-09T22:12:29Z,1e1bb1da-77cc-5180-b5a1-c399eb95d334,f0139350-dd83-5518-a659-6899a154eb4d
b73948fd-b26d-5cf0-92e8-27f6ce903e19,DL-BE-30000,GEO-BG-30001,Kit,2008-12-29T11:07:35Z,2009-03-01T22:32:10Z,b39525cd-2a05-5c5e-ab97-a01fe3957b36,d41f018a-0a5b-515e-b147-0f41c9546cfd
8f0ff086-0a85-55ca-af08-b6f6bccf3de0,DL-BE-30007,GEO-BG-30005,Kit,2009-01-12T20:20:51Z,2009-05-13T17:39:25Z,6ad3a775-d517-5042-8b9c-c0d1cd43d426,5ae67f3d-463a-552d-9458-6ece54013c63
5fd255dd-d0ce-5dd4-8700-612bdfbae9b5,DL-BE-30006,GEO-BG-30004,Kit,2009-01-15T20:01:00Z,2009-09-04T18:57:13Z,87d9deb4-8dfc-563e-b187-7c8209d41c4a,e2f8e4ea-f2fa-5748-8b9c-d8b966a61020
7ca7d380-96f5-5744-b71a-dd951ab19b8d,DL-BE-30003,GEO-BG-30002,Kit,2009-01-19T17:58:14Z,2009-05-27T19:10:34Z,01cea343-4c7a-541e-859b-0a39136f631d,19f717da-650c-5f3f-831a-cf25b4e4cd0f
d765c50b-5351-54ad-8d17-b1923f0e5602,DL-BE-30000,GEO-BG-30001,Kit,2009-03-18T15:07:31Z,2009-06-29T17:11:37Z,3e271da2-c3a5-5352-9de6-93e0fad8fdd2,ea048136-8d1e-5822-801d-27ae8aa970cf
93fe998b-44c1-5608-a1bc-32598f6835d1,DL-BE-30001,GEO-BG-30000,Kit,2009-04-10T12:20:32Z,2009-05-21T17:48:12Z,04cc3527-f180-519c-a9aa-85e8ac96411e,9cc95736-1324-5dc9-a61d-eb9f356288b8
62168b6d-32a1-5a73-8f92-0ca15220c473,DL-BE-30008,GEO-BG-30009,Kit,2009-05-06T14:11:28Z,2009-05-14T17:03:53Z,b4609ebb-6003-59bf-83a0-f04d34a0ea77,1024b55d-e1f7-5be6-8605-ae69f05274b1
979c1036-4a13-548a-8074-cc4a9b2990c4,DL-BE-30005,GEO-BG-30007,Kit,2009-06-02T17:30:30Z,2009-10-05T20:34:42Z,67224b30-3de8-58b8-8839-d05f2efcbee1,303ad1be-5ba5-5771-a45b-fd9ff5746415
46a31c11-dfb6-55f4-b82b-63ee6af455ab,DL-BE-30005,GEO-BG-30008,Kit,2009-06-02T17:30:30Z,2009-10-05T20:34:42Z,67224b30-3de8-58b8-8839-d05f2efcbee1,303ad1be-5ba5-5771-a45b-fd9ff5746415
d68137f2-f81f-5468-a447-1eec9f5fde6a,DL-BE-30001,GEO-BG-30000,Kit,2009-06-05T19:38:15Z,2009-11-06T21:00:31Z,f1f222a6-aac7-5bcc-9fef-f4f33f866602,50ad5d24-9b39-525b-b903-725dfea5d168
142d2f52-c9c3-500c-b7e0-081abd9d7222,DL-BE-30008,GEO-BG-30009,Kit,2009-06-14T12:05:51Z,2009-06-30T10:53:33Z,7a00b180-df89-5f19-acff-f877d4b9450f,f2110bdd-a978-52ae-9c0a-1d0609e30ec0
fe209f80-7e59-5508-9db7-d86afe48ef0c,DL-BE-30003,GEO-BG-30002,Kit,2009-07-02T14:14:50Z,2009-10-16T20:09:00Z,60cfb38c-6f74-5e72-84d6-b6c442e76803,8c8da507-430b-5018-beee-53e140ff6bfa
6580d3a0-3981-552b-92d6-414cc977bb1d,DL-BE-30007,GEO-BG-30005,Kit,2009-07-15T15:16:15Z,2010-04-06T17:08:35Z,5bfa95ab-a86b-5ffb-a941-6c78b60b7a97,54501b37-4b01-5170-af52-3fd39ed2d4fd
0bdec72a-0a63-5f9a-a0db-d81ed05140d6,DL-BE-30008,GEO-BG-30009,Kit,2009-07-27T18:02:48Z,2009-10-28T18:07:14Z,8cf25d47-e041-5b15-9885-57577897963c,1e72626c-0d52-5e12-b436-ec965deb76b0
854cab03-23b3-523a-a245-912878b5e9cc,DL-BE-30000,GEO-BG-30001,Kit,2009-08-20T16:27:04Z,2010-01-22T21:59:43Z,d9337ac1-7827-5ba1-8425-095e24744cfd,db9e3a88-9ca9-5f5e-9d77-12e580f29333
d501a414-60e7-54af-9d5f-6b08c00ec941,TMP-5001,GEO-BG-30006,Kit,2009-11-11T13:56:53Z,2010-06-05T19:11:11Z,5714a0d9-5b14-5410-abc3-2dfb7f80b4e6,83ef42d2-b31c-5201-b4ea-409ca1334717
4ed695d2-de15-5227-a2df-7c07d98d0732,DL-BE-30008,GEO-BG-30009,Kit,2009-11-20T20:13:06Z,2009-12-21T19:28:45Z,43d3f50f-8284-59be-b031-367357c9df71,3ee29ce1-ed6b-5e5c-a685-3fcd5511cc7e
a56fa02f-f477-52fe-98fe-29d191403a64,DL-BE-30003,GEO-BG-30002,Kit,2009-11-25T19:48:07Z,2010-03-22T21:56:45Z,37883e94-8836-5e53-b3dd-2eb52aaae701,ca33f84b-09db-511d-9497-a145e01803ee
f0124a9d-ef5a-504d-8619-3ac460aeb598,DL-BE-30001,GEO-BG-30000,Kit,2009-12-13T18:23:19Z,2011-02-18T18:37:27Z,078ceb02-0edf-5be8-a61d-931c2ccaeaf4,809ca0ce-580d-5397-b406-beb561387b22
f4a9fd55-d437-535d-811e-90f8c1b65a64,DL-BE-30006,GEO-BG-30004,Kit,2009-12-15T17:16:07Z,2010-06-21T21:33:25Z,432547b4-4ea7-5412-8c7b-afbed3e85bbd,9fc406e5-5d11-5449-973a-2539b03773b1
2d7055f9-f69b-56de-9a17-6d562750b9e0,DL-BE-30000,GEO-BG-30001,Kit,2010-02-08T15:09:53Z,2010-11-22T20:53:14Z,ed8e6c2f-dd96-56e0-a58a-815446939cc8,31e95745-1815-56ec-b8df-321ed422f26e
546d30af-4871-5142-92ec-6068c585ce96,DL-BE-30008,GEO-BG-30009,Kit,2010-03-09T19:38:00Z,2010-03-17T21:03:43Z,198ef9a3-adf3-5ca2-90c2-cd268b9914e7,9b1bf1a6-4676-542e-9717-4857a68aefd4
e50ac6d1-3bc4-5eae-8170-4613b0d36957,DL-BE-30002,GEO-BG-30012,Kit,2010-04-05T15:18:00Z,2010-07-26T21:56:40Z,e53dfd87-747e-5247-af60-1c9bda744634,7978aaca-b819-595b-a58a-c3ec00cc7c61
53a29fec-ede7-562d-acda-110057ac417e,DL-BE-30013,GEO-BG-30011,Kit,2010-04-12T14:29:22Z,2010-08-10T18:18:27Z,b33c4dc2-112f-5b41-b2ba-b61f46183ecb,759783ce-032d-557b-b85f-513115e73eda
ce512982-00e0-5de0-8059-37813e5e837c,DL-BE-30003,GEO-BG-30002,Kit,2010-04-15T12:05:42Z,2011-03-07T21:57:55Z,65e66fb6-13b8-5b8f-bd3c-d770c42189fe,06a31384-44e8-53ea-8f7b-e0701155cede
b6e87825-9bc9-5cd8-bb12-e8014ae8d375,DL-BE-30008,GEO-BG-30009,Kit,2010-04-30T14:39:43Z,2011-09-05T17:10:35Z,60445d7c-0518-5c4f-9b68-249b88e81b1c,bb940d6f-efbd-5210-8ad4-a664831ec6a5
99c5d056-92c5-5e9d-8894-e69633bff250,DL-BE-30007,GEO-BG-30005,Kit,2010-05-07T15:52:06Z,2010-05-24T21:51:23Z,9fb2a5dd-76f8-5621-bd12-4e9c401bdd07,8da50d01-7d89-579c-8cd7-97ae999a76fa
36e94f6b-e022-51f4-a3e2-f3c7018180c1,TMP-5001,GEO-BG-30006,Kit,2010-07-26T12:32:17Z,2010-08-09T19:43:31Z,bf079444-427a-54b0-8b6f-8275ec0241f3,09e30e9f-b33f-520e-82c3-d1594c23ab0f
3868aa39-657c-597d-bd80-99fd25ee8075,DL-BE-30005,GEO-BG-30007,Kit,2010-07-30T19:15:30Z,2010-09-13T17:15:42Z,1aafb286-d16a-5a83-8bb8-2bc99598b5f2,ca9581e8-e5aa-5176-a626-5ee6427d29b4
c68eb49a-da82-563d-b1ba-227762dce357,DL-BE-30005,GEO-BG-30008,Kit,2010-07-30T19:15:30Z,2010-09-13T17:15:42Z,1aafb286-d16a-5a83-8bb8-2bc99598b5f2,ca9581e8-e5aa-5176-a626-5ee6427d29b4
e99d7769-a7c0-5c47-a14d-c02a3c4433d2,DL-BE-30006,GEO-BG-30004,Kit,2010-08-05T17:39:40Z,2011-06-28T20:56:29Z,0ae6525c-97f9-53fb-acba-059afa059c40,3bd86ae7-5b8a-5093-b984-096415e06efa
9e9f5b85-b176-5197-8eef-cd138ef343dd,TMP-5001,GEO-BG-30006,Kit,2010-08-24T16:36:12Z,2010-09-02T10:24:09Z,cbbcdee6-007e-5028-9a57-031218a1a409,a87d409d-36d5-5e86-81e4-3ad07e3d1cc7
8ae31ae2-c6ab-5dd0-8e71-ea9a92388384,DL-BE-30013,GEO-BG-30011,Kit,2010-09-13T20:36:05Z,2010-11-03T18:21:18Z,80e1278c-61b3-5ccc-93fb-21ab1fdc0d65,7475878b-b715-582a-875f-5e65aea4449c
ab0aedd8-4bbb-53af-86bd-ce51bd83fb57,TMP-5001,GEO-BG-30006,Kit,2010-09-14T10:33:37Z,2010-10-07T20:03:24Z,e0347cca-cb6b-5aca-af2e-f59822dcfb1a,d9d0f169-0173-5c5b-b0e7-74e7124dc558
b8422291-a49a-53aa-9340-8bf3d969adc3,DL-BE-30007,GEO-BG-30005,Kit,2010-09-23T14:29:01Z,2010-10-08T19:28:48Z,4dc027b3-8717-5a1b-b007-c04fccf430fd,51907cee-92bf-58c9-b2f9-436abee16369
cd00dc8f-61c0-56b8-b48a-d5f908607bcc,DL-BE-30007,GEO-BG-30005,Kit,2010-10-17T17:56:31Z,2010-11-09T18:51:05Z,8d049690-b1b4-50a9-8798-782dfc4b32a5,cedccd49-5185-5b49-b828-c07cc4e425d4
fce87140-eae6-57b2-b6eb-5a181d0c300d,TMP-5001,GEO-BG-30006,Kit,2010-11-15T11:45:50Z,2010-12-06T20:11:18Z,293dd60e-fa84-5642-8ee9-0f120511730b,13a0c601-72fd-5d07-b7f2-579d168f7f59
4770e081-d8ac-5f59-9b49-5af7bc7f8177,DL-BE-30007,GEO-BG-30005,Kit,2010-11-22T17:46:04Z,2010-11-30T21:29:27Z,8193b420-9a64-5f76-949f-e94a22ce7f15,8d542966-602a-521c-aa88-a5154645e92f
f43b8edd-24c2-55a6-83f1-a187c38363f8,DL-BE-30002,GEO-BG-30012,Kit,2010-12-16T18:20:34Z,2011-03-09T22:18:22Z,7fd274e1-e7c0-5a42-bde6-344a172a2251,b5ee55ad-07e5-5b91-b487-8dde087f5f6e
29e5c5ff-af47-55d6-83fb-e6e2df31c511,TMP-5001,GEO-BG-30006,Kit,2011-01-05T18:56:27Z,2011-03-08T00:34:07Z,43d18ca1-5571-596b-83b3-669f0ae42121,f2de40a6-773a-580a-a530-3939f01f5359
f05b99b1-2271-5177-98a0-9b213f5e2ef8,DL-BE-30000,GEO-BG-30001,Kit,2011-01-06T14:11:02Z,2011-01-24T22:23:27Z,6928b6a3-78bc-588c-994f-95ca68652147,8417ce0c-b3ce-5fa5-a8ad-4e392e08b185
97bb111f-d5aa-5e43-9ed3-2e7382f4826c,DL-BE-30014,GEO-BG-30013,Kit,2011-01-08T00:49:47Z,2011-02-21T21:28:13Z,cc256c7b-a9c3-56ac-9bb0-7d63129858eb,d0eb7287-f879-5938-9e7e-eee59c7b46cf
bec98cab-93a6-5ae9-b111-6b7db4eac758,DL-BE-30005,GEO-BG-30007,Kit,2011-01-31T22:30:11Z,2011-03-30T17:36:32Z,495d4f7a-b864-5475-a5f6-d86f0ec1c641,752bc773-df86-5eb5-b953-156d507fed9c
2a7c95a5-126f-5e31-ac9d-1a9728051f94,DL-BE-30005,GEO-BG-30008,Kit,2011-01-31T22:30:11Z,2011-03-30T17:36:32Z,495d4f7a-b864-5475-a5f6-d86f0ec1c641,752bc773-df86-5eb5-b953-156d507fed9c
2c4b1b94-560c-59c9-bc47-f501bba6d6d8,DL-BE-30007,GEO-BG-30005,Kit,2011-03-02T14:19:07Z,2011-09-19T17:55:03Z,9b9e13ba-9b48-519f-a047-1aebf9a223ba,697cc43a-ee16-5aa2-a58c-c4d9b91f1452
b71d7c42-1ff4-52d0-b16a-9299865f3069,DL-BE-30000,GEO-BG-30001,Kit,2011-03-07T21:34:01Z,2011-06-24T19:52:34Z,09b06592-a0a1-58b4-8e43-9091c4fd8d29,792fbb4a-ca26-585d-9927-4d5c5e4b6e86
95198acf-a7d2-561e-80c6-24adc8d68dd1,TMP-5001,GEO-BG-30006,Kit,2011-03-19T11:19:45Z,2011-05-17T18:25:04Z,74ce0f74-18a0-5c74-af6d-66de44275531,5b010fed-67cc-589c-b0c8-96d42eefd598
23c7c391-d4f8-5b12-99a5-85c59e176f45,DL-BE-30001,GEO-BG-30000,Kit,2011-03-21T17:32:37Z,2011-08-30T20:27:17Z,29d914ee-30a9-58f2-a980-61f141dba3f7,3e52e1af-5187-562f-846a-a187a7b0f844
5cbcb99e-b20c-5223-8ba3-4193671153d1,DL-BE-30013,GEO-BG-30011,Kit,2011-03-30T10:26:59Z,2012-05-21T17:30:42Z,6fe11fbb-12fd-5b6a-9d37-30af4b42c744,e1f63d3b-84a0-58fa-a02e-db9f19e0c6a6
afacf9da-6f40-5a83-831b-49e5fe7ea0ea,DL-BE-30010,GEO-BG-30010,Kit,2011-04-20T18:55:27Z,2011-10-28T21:53:01Z,94e43a87-4b4b-530a-9ec2-c9635e5a85d5,8a9998e8-5132-54c1-a198-b435fa7940c1
656e34ac-7fa5-5595-8175-ac8d69b64dcf,DL-BE-30014,GEO-BG-30013,Kit,2011-05-02T13:17:26Z,2011-07-25T18:54:58Z,345ddd4f-672d-54f2-ba0c-fa0784389159,4c93144f-af24-5075-8eee-669496247276
e27be9af-c6d4-5c35-a920-1ce0eacbd06c,DL-BE-30003,GEO-BG-30002,Kit,2011-05-05T16:36:29Z,2011-06-27T21:11:10Z,595e8ee6-bdb2-57e0-bf71-d76f8d7d47bc,609321f6-4f9e-5014-82e9-9454dd0dc9b7
778efba4-db45-54f1-9071-8e5c7e640846,TMP-5001,GEO-BG-30006,Kit,2011-07-18T00:39:53Z,2012-04-11T18:19:04Z,6cda0f5d-9b18-58b8-bff1-e12d1089e4d0,e093b21c-1daf-5e3e-889f-67890037def8
240c4222-2220-54c5-83e2-cd28205bf67b,DL-BE-30015,GEO-BG-30014,Kit,2011-07-30T21:18:14Z,2011-11-07T19:29:55Z,26b65b6f-d31b-5642-b197-1a79820e0e8c,89475dce-7d29-5f5b-b8f9-f3c3a05525b7
a0473e2b-c662-508a-ba26-dca270b6fe28,DL-BE-30015,GEO-BG-30016,Kit,2011-07-30T21:18:14Z,2011-11-07T19:29:55Z,26b65b6f-d31b-5642-b197-1a79820e0e8c,89475dce-7d29-5f5b-b8f9-f3c3a05525b7
65ed4b4a-e07e-5d7a-a70a-93b95f2161f0,DL-BE-30000,GEO-BG-30001,Kit,2011-08-02T18:42:16Z,2011-09-06T19:25:26Z,ed3194d4-c46f-50ee-b2c5-38634934a7eb,afd5d2f6-d470-5ce8-9952-df46571be61a
5fe8a756-387f-5350-97d6-cce054335610,DL-BE-30003,GEO-BG-30002,Kit,2011-08-17T13:11:23Z,2011-10-06T21:34:01Z,bdc58180-2477-5932-bea0-c0b9ecfe92c4,261fcd1e-ca15-53ad-90c7-dd2e47f070f5
1e66a6d8-c166-5028-be15-451db2164dbd,DL-BE-30002,GEO-BG-30012,Kit,2011-08-24T20:24:01Z,2012-06-26T21:27:17Z,a140dda7-f8cf-589c-8a7e-740f36cc8e8d,0f68ec20-3b15-5ed2-b38a-a041a8e96aef
5bddb22a-9895-5598-b442-ea4009f7c4cd,DL-BE-30014,GEO-BG-30013,Kit,2011-09-09T10:47:01Z,2013-01-14T18:25:37Z,5d910eea-9089-50a0-bd10-471bdcc75e40,2a95c29f-fd03-5b32-beb9-fcc5c84f9c42
1a52eca1-8a5f-5502-bca6-9866cbd9dabb,DL-BE-30012,GEO-BG-30019,Kit,2011-10-20T20:43:59Z,2012-01-23T20:50:58Z,44356e59-20ce-5a82-9e4f-2ddfd769d9c2,b3ed9ada-4fa8-5155-9bae-ad7410a8e5de
52987149-ac74-5306-bdcb-f1a5a327cc3d,DL-BE-30001,GEO-BG-30000,Kit,2011-11-01T22:33:07Z,2012-03-01T19:30:20Z,bacce09c-ceec-594f-91cd-73523b7e4ed0,704bd769-0823-5b93-8f15-25347e1c4c5b
6fd4ed46-3c46-584d-92ea-cfddf96a3b06,DL-BE-30007,GEO-BG-30017,Kit,2011-11-07T19:03:22Z,2012-05-14T17:12:36Z,eee34b9c-af1a-5cdf-9780-b9ff02bd4bc2,28f00b0f-59be-5054-ae42-10522b95adb8
0d7e48c7-1806-5d93-9a68-1c975323a7f6,DL-BE-30003,GEO-BG-30002,Kit,2011-11-21T14:52:09Z,2011-12-19T21:18:10Z,f8bd648f-6864-53b2-ae93-bc65c22a13ea,f614b77e-6562-5994-8d32-8c58710e9815
3a33f0d8-722e-5f55-821e-5b499bf1be60,DL-BE-30000,GEO-BG-30001,Kit,2011-12-12T16:49:12Z,2012-05-07T20:19:38Z,acd22634-3a99-5630-b800-d124e3b965b0,a4e2c91d-402e-590c-9f00-53eca57d8bcf
b3b7eee2-d743-52a9-a97c-04bfa280f7c7,DL-BE-30015,GEO-BG-30014,Kit,2011-12-29T19:27:40Z,2012-03-21T18:14:03Z,e0063099-2379-5948-a7b3-253cb3b46d6d,e3228aba-d673-581b-b4d2-361f656e7a36
44934545-3270-58fd-91e4-7e30dfeb8bcf,DL-BE-30015,GEO-BG-30016,Kit,2011-12-29T19:27:40Z,2012-03-21T18:14:03Z,e0063099-2379-5948-a7b3-253cb3b46d6d,e3228aba-d673-581b-b4d2-361f656e7a36
a30541e5-77f4-550f-af2f-6f562d283958,DL-BE-30020,GEO-BG-30022,Kit,2012-01-19T18:08:16Z,2012-03-02T20:47:46Z,26790b18-82bb-585d-9894-3e90547027c0,b2c1eac4-9708-539d-82bb-2be70a10c87a
fdd8c116-14f8-54da-b4db-b9928d3e057a,DL-BE-30010,GEO-BG-30010,Kit,2012-01-20T13:04:32Z,2012-06-04T20:31:18Z,e40691d7-5c7c-57b7-bee7-b8c8e4166a01,238355fa-b734-5c3a-8ca0-08c1c92c41a1
9a40c8ba-2f7f-51ea-b58e-58ec7b7b0268,DL-BE-30018,GEO-BG-30021,Kit,2012-01-26T12:57:06Z,2012-03-08T21:03:58Z,14f62e41-da6f-5df8-ad52-5c792daefee3,05a6fc3e-ac2f-5e1f-a1ee-3413091b490e
3fb06fb7-3c3c-506b-86fd-e1452d16ce23,DL-BE-30012,GEO-BG-30019,Kit,2012-02-01T12:51:22Z,2012-12-21T21:33:12Z,910bb492-d784-50a4-93dd-b2d9e266d3f0,1bbeaad0-8ec3-5877-9b93-87e4d9974795
df092843-ef86-5060-bcc4-3fe86782f655,DL-BE-30009,GEO-BG-30020,Kit,2012-03-05T22:03:04Z,2012-05-23T21:56:43Z,7a500fb0-a394-5ab8-bb56-425715c44df0,c09cbba4-4a9b-5647-87e3-1258d03d96b7
e7b9d25d-ac5f-5bf8-9403-633828f8808b,DL-BE-30006,GEO-BG-30004,Kit,2012-04-01T13:38:03Z,2013-07-10T20:15:52Z,ff62c202-e795-5702-b1a4-c088313a1c89,2d4a3461-b4a4-5195-9c3c-9f06cb494996
a7aec918-8156-56d9-8fda-116491c323b6,DL-BE-30015,GEO-BG-30014,Kit,2012-04-13T19:59:20Z,2013-11-05T18:27:19Z,9133f669-dcf8-5572-ba20-1cc46d137fc4,5100f682-6045-5ffe-902b-d0ba5de164fb
fdb04f69-1c11-5560-bc65-25cd0621edc1,DL-BE-30015,GEO-BG-30016,Kit,2012-04-13T19:59:20Z,2013-11-05T18:27:19Z,9133f669-dcf8-5572-ba20-1cc46d137fc4,5100f682-6045-5ffe-902b-d0ba5de164fb
6c9c9fc0-6be8-54f7-809d-f257518e13d7,DL-BE-30020,GEO-BG-30022,Kit,2012-04-20T17:51:33Z,2012-09-17T21:06:35Z,3a8807d3-ef0b-560f-b944-88d49aebe955,0f7ef9e2-e771-5f0a-9173-6c4ee81371b7
3f85debe-511e-55c1-bb8f-50b1e2ef19a4,TMP-5001,GEO-BG-30006,Kit,2012-05-14T15:45:58Z,2013-02-07T22:03:17Z,72996d98-e354-54b6-bd71-0da332a7f9b7,22992d43-3bb9-517e-9b30-a7dc51396259
e7b7a9d2-744d-5470-b01a-defa1346e85b,DL-BE-30017,GEO-BG-30018,Kit,2012-05-14T17:39:52Z,2012-08-20T20:40:15Z,c6b38e49-3aa5-5302-b692-31b15a884961,c54231cd-2878-5f59-a80d-5802865a89c5
a294ab24-35e8-5fd7-9e75-06a077fc3a2d,DL-BE-30011,GEO-BG-30015,Kit,2012-06-02T20:43:36Z,2013-03-19T21:06:53Z,6428bc25-d52b-53f9-8e1c-9acaaade0edd,be179c62-40eb-5ec1-9467-25b1579ad44b
094a8e0f-e188-5416-b69e-be04f1320195,DL-BE-30000,GEO-BG-30001,Kit,2012-06-04T21:14:22Z,2013-03-13T18:25:04Z,70658489-8b61-5ee2-8bc0-674caea55f8a,2f179a41-0f11-54c9-883b-edbf936834e9
7fc8be6c-c2c7-5d8d-a00c-e9d2ce9a7a3e,DL-BE-30013,GEO-BG-30011,Kit,2012-06-07T18:33:28Z,2013-01-18T20:26:22Z,e9889dfb-1536-5031-9ee1-0570cc45b186,103e603b-39e8-52ab-b59a-170b964e9c2d
