Asset Group,Asset ID,Equipment Type,Manufacturer,Model / Station,Serial Number,Current Office,Last Calibration Service,Next Calibration Due,Notes,Availability Status,Lifecycle Status,Staff,Project ID,Project Name,Location Type,Location,Deployment Date,Retirement Reason,Firmware Version,Pre Amp Serial,Element Serial,Static IP,Carrier,SIM ICCID,Phone Number
Communications,DST253,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.115.30,,,
Communications,DST329,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.198.44,,,
Communications,DST195,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.195.169,,,
Communications,DST139,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.253.220,,,
Communications,DST317,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.199.50,,,
Communications,DST212,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.203.191,,,
Communications,DST094,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.231.190,,,
Communications,DST148,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.206.140,,,
Communications,DST152,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.193.88,,,
Communications,DST004,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,74.198.232.233,,,
Communications,DST325,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.199.131,,,
Communications,DST181,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.204.172,,,
Communications,DST263,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.112.160,,,
Communications,DST483,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.249.249,,,
Communications,DST100,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.98.206,,,
Communications,DST220,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.207.104,,,
Communications,DST196,Cellular Service,,SIM / ISP,,Thunder Bay,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.207.224,,,
Communications,DST351,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.57.84,,,
Communications,DST122,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.52.109,,,
Communications,DST026,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.142.185.72,,,
Communications,DST278,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.241.160,,,
Communications,DST162,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.200.142,,,
Communications,DST215,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.200.84,,,
Communications,DST289,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.199.233,,,
Communications,DST241,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.114.169,,,
Communications,DST065,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.231.197,,,
Communications,DST025,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.229.235,,,
Communications,DST301,Cellular Service,,SIM / ISP,,Thunder Bay,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.197.85,,,
Communications,DST098,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.33.122,,,
Communications,DST078,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.231.194,,,
Communications,DST243,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.113.24,,,
Communications,DST372,Cellular Service,,SIM / ISP,,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.6.162,,,
Seismographs,DST215,Data Logger,Sigicom,D10,107249,Sudbury,,,,Deployed or NOT Available,Active,,02304484 - Vale Copper Stack,,,,,,,,,,,,
Seismographs,DST289,Data Logger,Sigicom,D10,108839,Sudbury,,,,Deployed or NOT Available,Active,,02304484 - Vale Copper Stack,,,,,,,,,,,,
Seismographs,DST241,Data Logger,Sigicom,D10,109555,Sudbury,,,,Deployed or NOT Available,Active,,Don Lita Lift Station Upgrades,,,,,,,,,,,,
Seismographs,DST065,Geophone,Sigicom,V12,30250,Sudbury,,,,Deployed or NOT Available,Active,,02304484 - Vale Copper Stack,,,,,,,,,,,,
Seismographs,DST025,Geophone,Sigicom,V12,35590,Sudbury,,,,Deployed or NOT Available,Active,,02304484 - Vale Copper Stack,,,,,,,,,,,,
Seismographs,DST301,Geophone,Sigicom,V12,33260,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DST098,"Microphone, Sound Level Meter",Sigicom,S50,13597,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DST078,"Microphone, Sound Level Meter",Sigicom,S50,13654,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Seismographs,DST243,"Microphone, Sound Level Meter",Sigicom,S50,14569,Sudbury,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Communications,DST372,Cellular Service,,SIM / ISP,,,,,,,Active,,,,,,,,,,,70.28.207.231,,,
Communications,DST309,Cellular Service,,SIM / ISP,,,,,,,Active,,,,,,,,,,,174.90.196.12,,,
Communications,DST143,Cellular Service,,SIM / ISP,,,,,,,Active,,,,,,,,,,,76.70.254.235,,,
Communications,DST104,Cellular Service,,SIM / ISP,,,,,,,Active,,,,,,,,,,,76.70.252.104,,,
Communications,DST381,Cellular Service,,SIM / ISP,,,,,,,Active,,,,,,,,,,,,,,
Communications,DST422,Cellular Service,,SIM / ISP,,,,,,,Active,,,,,,,,,,,,,,
Communications,DST265,Cellular Service,,SIM / ISP,,,,,,,Active,,,,,,,,,,,,,,
Geomatics,TS-001,Total Station,Trimble,S5 - 3s Robotic,37011309,Mississauga,2021-06-01 00:00:00,,,,Active,,,,,,,,,,,,,,
Geomatics,TS-002,Total Station,Leica,TS10,3305651,Mississauga,10/31/2019,,,,Active,,,,,,,,,,,,,,
Geomatics,TS-003,Total Station,Leica,TS10,3306406,Mississauga,12/27/2019,,,,Active,,,,,,,,,,,,,,
Geomatics,TS-004,Total Station,Leica,TS16,3265101,Mississauga,11/25/2019,,,,Active,,,,,,,,,,,,,,
Geomatics,FC-001,Field Controller,Leica,CS20,2460994,Mississauga,,,In use with TS16 - 3265101,,Active,,,,,,,,,,,,,,
Imaging,CAM-003,HD Camera,Sony,HDR-CX455,3187092,Ottawa,,,,,Active,,,,,,,,,,,,,,
Imaging,CAM-008,HD Camera,Sony,HDR-PJ340,3197714,Ottawa,,,"Damage - Charging only, battery glued to back",,Active,,,,,,,,,,,,,,
Imaging,CAM-006,HD Camera,Sony,HDR-PJ340,3185476,Ottawa,,,,,Active,,,,,,,,,,,,,,
Imaging,CAM-007,HD Camera,Sony,HDR - CX455,3201905,Ottawa,,,,,Active,,,,,,,,,,,,,,
Imaging,CAM-004,HD Camera,Sony,HDR-CX455,3186654,Ottawa,,,,,Active,,,,,,,,,,,,,,
Geomatics,TS-005,Total Station,Trimble,S7 - 2s Robotic,,Ottawa,,,,,Active,,,,,,,,,,,,,,
Geomatics,TS-006,Total Station,Trimble,S7 - 2s Robotic,,Ottawa,,,,,Active,,,,,,,,,,,,,,
Acoustics,AC-001,Acoustic Calibrator,Larson Davis,CAL200,18084,Ottawa,2/20/2025,,,,Active,,,,,,,,,,,,,,
Acoustics,AC-002,Acoustic Calibrator,Larson Davis,CAL200,11209,Ottawa,,,,,Active,,,,,,,,,,,,,,
Acoustics,AC-003,Acoustic Calibrator,Larson Davis,CAL200,10869,Ottawa,2024-08-10 00:00:00,,,,Active,,,,,,,,,,,,,,
Acoustics,AC-004,Acoustic Calibrator,B&K,Type 4231,3022731,Ottawa,2023-08-04 00:00:00,,,,Active,,,,,,,,,,,,,,
Imaging,CAM-001,HD Camera,Sony,AX-700,3187738,Ottawa,,,,,Active,,,,,,,,,,,,,,
Imaging,CAM-002,HD Camera,Sony,AX-700,3187737,Ottawa,,,,,Active,,,,,,,,,,,,,,
Geomatics,TS-007,Total Station,Trimble,S7 - 2s Robotic,37330789,Waterloo,2022-05-05 00:00:00,,Shoring Survey / Metrolinx Kitchener Corridor,,Active,Curtis Mossman,,,,,,,,,,,,,
Acoustics,AC-005,Acoustic Calibrator,B&K,Type 4231,3026798,Waterloo,8/16/2024,,,,Active,Brandon Shamblaw,,,,,,,,,,,,,
Geomatics,TS-008,Automated Total Station,Settop M1,,M13523146,Mississauga,,,Using SIM card 184.151.54.105,,Active,Calvin Chan,,,,,,,,,,,,,
Geomatics,TS-009,Automated Total Station,Settop M1,,M14220128,Mississauga,,,Using SIM card from DST192 (70.28.207.231),,Active,,,,,,,,,,,,,,
Geomatics,TS-010,Automated Total Station,Settop M1,,M14220150,Mississauga,,,Using SIM card from DST223 (76.70.162.116),,Active,,,,,,,,,,,,,,
Geomatics,TS-011,Automated Total Station,Settop M1,,no Settop now,Mississauga,,,no SIM card,,Active,,,,,,,,,,,,,,
Geomatics,TS-012,Total Station,Trimble,"S5 - 2"" Autolock",36950196,Waterloo,2022-12-10 00:00:00,,"Trimble Manual - London, Adelaide St. N.,",,Active,Kevin Sanza,,,,,,,,,,,,,
Geomatics,TS-013,Total Station,Trimble,"S5 - 2"" Autolock",36950373,Waterloo,2023-04-01 00:00:00,,Shoring Monitoring / Railway Work,,Active,Farhad Ahmadzadegan,,,,,,,,,,,,,
Geomatics,TS-014,Automated Total Station,Trimble,"S7 - 1"" Autolock AMTS",SN37250683,Waterloo,4/24/2023,,"Owned by Vanmar Construction Inc. Deployed at 02208928.000, Kitchener Station Park Phase 2 Condominium Development",,Active,Farhad Ahmadzadegan,,,,,,,,,,,,,
Geomatics,TS-015,Automated Total Station,Trimble,"S7 - 1"" Autolock AMTS",SN37250682,Waterloo,4/25/2023,,"Owned by Vanmar Construction Inc. Deployed at 02208928.000, Kitchener Station Park Phase 2 Condominium Development",,Active,farhad ahmadzadegan,,,,,,,,,,,,,
Acoustics,AC-006,Acoustic Calibrator,B&K,Type 4231,3019634,Mississauga,2025-03-09 00:00:00,,,,Active,,,,,,,,,,,,,,
Acoustics,AC-007,Acoustic Calibrator,B&K,Type 4231,2725443,Ottawa,2/21/2025,,,,Active,MM,,,,,,,,,,,,,
Acoustics,AC-008,Acoustic Calibrator,B&K,Type 4231,3004091,Ottawa,2/21/2025,,,,Active,,,,,,,,,,,,,,
Acoustics,AC-009,Acoustic Calibrator,B&K,Type 4231,3005407,Ottawa,1/30/2024,,,,Active,,,,,,,,,,,,,,
Air Quailty Monitroing,AQDS-001,Dust Sentry,Aeroqual,PCX,2520,Ottawa,2/26/2024,,KEV LRT Stage 2 - Abbott,,Active,,,,,,,,,,,,,,
Air Quailty Monitroing,AQDS-002,Dust Sentry,Aeroqual,PCX,2521,Ottawa,2/26/2024,,KEV LRT Stage 2 - 75 Clearly,,Active,,,,,,,,,,,,,,
Acoustics,AC-010,Acoustic Calibrator,B&K,Type 4231,3021462,Ottawa,3/18/2025,,Missing the 1/2in microphone adaptor.,,Active,Martin Villeneuve,,,,,,,,,,,,,
Geomatics,TS-016,Automated Total Station,Settop M1,,M12021135,Mississauga,,,Using SIM card from DST104 (76.70.252.104),,Active,,,,,,,,,,,,,,
Imaging,CAM-005,HD Camera,Sony,HDR-CX455,3197892,Ottawa,,,,,Active,,,,,,,,,,,,,,
Imaging,CAM-009,HD Camera,Sony,CoolPix L32,50022303,Ottawa,,,,,Active,,,,,,,,,,,,,,
Imaging,GoPro-001,HD Camera,GoPro,Black 12,27971,Ottawa,,,,,Active,,,,,,,,,,,,,,
Imaging,GoPro-002,HD Camera,GoPro,White 7,24746234,Ottawa,,,,,Active,,,,,,,,,,,,,,
Imaging,GoPro-003,HD Camera,GoPro,White 7,24744866,Ottawa,,,,,Active,,,,,,,,,,,,,,
Imaging,GoPro-004,HD Camera,GoPro,Black 7,7010173,Ottawa,,,,,Active,,,,,,,,,,,,,,
Acoustics,AC-011,Acoustic Calibrator,Bruel & Kjaer,4231,2147220,Ottawa,2026-12-01 00:00:00,,,,Active,MV,,,,,,,,,,,,,
General,AT-001,Bluetooth Asset Tracker,Apple,AirTag,,Ottawa,,,,Deployed,Active,,,,,,,,,,,,,,
General,AT-002,Bluetooth Asset Tracker,Apple,AirTag,,Ottawa,,,,Available,Active,,,,,,,,,,,,,,
General,AT-003,Bluetooth Asset Tracker,Apple,AirTag,,Ottawa,,,,Available,Active,,,,,,,,,,,,,,
General,AT-004,Bluetooth Asset Tracker,Apple,AirTag,,Ottawa,,,,Deployed or NOT Available,Active,,,,,75 Cleary Dust Sentry,,,,,,,,,
General,AT-005,Bluetooth Asset Tracker,Apple,AirTag,,Ottawa,,,,Available,Active,,,,,,,,,,,,,,
General,AT-006,Bluetooth Asset Tracker,Apple,AirTag,,Ottawa,,,,Available,Active,,,,,,,,,,,,,,
General,AT-007,Bluetooth Asset Tracker,Apple,AirTag,,Ottawa,,,,Available,Active,,,,,Abbott Dust Sentry,,,,,,,,,
General,AT-008,Bluetooth Asset Tracker,Apple,AirTag,,Ottawa,,,,Deployed,Active,,,,,NAC East Mic,,,,,,,,,
Geotechnical Monitoring,VWR-001,,Encardio Rite,EDI-54V,1908007,Waterloo,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,VWR-002,,Encardio Rite,EDI-54V,1911003,Waterloo,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,VWR-003,,Campbell Scientific,VWANALZYER,1378,Waterloo,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,RST,Model 23600,275003,Mississauga,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,RST,Model 23600,148649,Mississauga,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,RST,,DR1921,Mississauga,,,,Needs Repair / Calibration,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,Encardio Rite,,E-1808021,Mississauga,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,RST,,DR3409,Mississauga,,,,Needs Repair / Calibration,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,RST,,DR3320,Mississauga,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,RST,MEMS Digital,DP2463,Mississauga,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,RST,MEMS Digital,DP1337,Mississauga,,,,Needs Repair / Calibration,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,VWR-004,,Campbell Scientific,VW-Analyzer,1326,Mississauga,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,RST,Reel,DP2732,Waterloo,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,RST,MEMS Digital,DP2732,Waterloo,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,Loadsensing,,23999,Mississauga,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,Loadsensing,,23619,Mississauga,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,TLT-001,,Slope Indicator,EL Tilt Sensor,19822,Ottawa,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,TLT-002,,Slope Indicator,EL Tilt Sensor,19890,Ottawa,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,TLT-003,,Slope Indicator,EL Tilt Sensor,19891,Ottawa,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,TLT-004,,Slope indicator,EL Tilt Sensor,19892,Ottawa,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,TLT-005,,Slope indicator,VWP,2207991,Ottawa,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,TLT-006,,Slope Indicator,VWP,2207992,Ottawa,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,Campbell Scientific,VWANALYZER,1668,Waterloo,,,,Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,VWR-005,,RST,MEMS Digital,DP3120,Waterloo,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,Measurand,SAAX,271638,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,,,,
Geotechnical Monitoring,,,Measurand,SAAX,181631,Ottawa,,,,Available,Active,,,,,,,,,,,,,,
,,,,,,,,,,Available,Active,,,,,,,,,,,,,,
